time,ax,ay,az,wx,wy,wz,Bx,By,Bz
2023-10-17 22:19:35.1350,2.27,0.36,0.65,0.92,-0.75,-0.34,-3.28,106.01,-620.2
2023-10-17 22:19:35.1450,2.27,0.34,0.67,0.9,-0.73,-0.37,-3.08,105.73,-621.0
2023-10-17 22:19:35.1550,2.18,0.26,0.77,0.91,-0.7,-0.37,-2.81,107.0,-620.69
2023-10-17 22:19:35.1650,2.02,0.04,0.93,0.98,-0.67,-0.37,-2.99,106.32,-620.96
2023-10-17 22:19:35.1750,1.91,-0.2,1.08,1.08,-0.65,-0.38,-2.77,107.06,-620.43
2023-10-17 22:19:35.1850,1.83,-0.36,1.22,1.2,-0.68,-0.39,-2.61,107.21,-621.32
2023-10-17 22:19:35.1950,1.75,-0.51,1.38,1.29,-0.75,-0.39,-2.52,107.89,-620.98
2023-10-17 22:19:35.2050,1.64,-0.64,1.41,1.38,-0.87,-0.36,-2.24,107.77,-621.42
2023-10-17 22:19:35.2150,1.53,-0.75,1.32,1.45,-1.0,-0.34,-2.22,108.9,-621.61
2023-10-17 22:19:35.2250,1.57,-0.81,1.32,1.5,-1.14,-0.35,-1.76,108.34,-621.63
2023-10-17 22:19:35.2350,1.62,-0.85,1.34,1.53,-1.3,-0.36,-1.64,109.37,-621.74
2023-10-17 22:19:35.2450,1.44,-1.05,1.26,1.53,-1.38,-0.42,-1.26,109.21,-621.84
2023-10-17 22:19:35.2560,1.24,-1.32,1.2,1.49,-1.45,-0.65,-1.04,110.65,-621.74
2023-10-17 22:19:35.2650,1.45,-1.73,0.84,1.43,-1.35,-0.88,-0.56,110.33,-622.25
2023-10-17 22:19:35.2750,1.69,-2.19,0.54,1.34,-1.21,-1.06,-0.21,111.36,-622.17
2023-10-17 22:19:35.2850,0.95,-2.47,0.22,1.21,-1.16,-1.16,-0.38,110.89,-623.23
2023-10-17 22:19:35.2960,0.93,-2.28,0.1,1.08,-1.23,-1.19,0.03,111.78,-623.13
2023-10-17 22:19:35.3060,0.73,-1.82,0.11,0.94,-1.29,-1.17,0.29,111.64,-622.82
2023-10-17 22:19:35.3160,0.38,-1.42,0.15,0.83,-1.35,-1.1,0.17,112.92,-623.17
2023-10-17 22:19:35.3260,0.08,-1.1,0.1,0.73,-1.4,-1.01,0.89,112.25,-624.01
2023-10-17 22:19:35.3360,-0.26,-1.02,0.0,0.65,-1.48,-0.9,1.04,113.22,-624.06
2023-10-17 22:19:35.3460,-0.64,-0.97,0.03,0.62,-1.51,-0.77,1.26,112.73,-624.5
2023-10-17 22:19:35.3560,-0.73,-0.85,0.05,0.62,-1.63,-0.66,1.32,113.86,-624.32
2023-10-17 22:19:35.3660,-0.83,-0.77,0.14,0.61,-1.79,-0.6,1.74,113.51,-625.2
2023-10-17 22:19:35.3760,-0.96,-0.89,0.55,0.57,-1.98,-0.61,2.49,114.25,-624.99
2023-10-17 22:19:35.3860,-1.31,-0.99,0.79,0.5,-2.07,-0.64,2.49,113.72,-626.06
2023-10-17 22:19:35.3960,-1.6,-1.16,0.89,0.38,-2.01,-0.65,2.89,114.7,-626.17
2023-10-17 22:19:35.4060,-1.88,-1.2,0.59,0.2,-1.87,-0.64,3.25,114.57,-627.22
2023-10-17 22:19:35.4160,-2.02,-1.2,-0.03,0.1,-1.68,-0.64,3.52,115.36,-627.3
2023-10-17 22:19:35.4260,-2.02,-1.07,-0.69,0.04,-1.47,-0.62,3.91,114.43,-627.45
2023-10-17 22:19:35.4370,-2.26,-0.81,-1.09,0.01,-1.26,-0.55,3.63,115.44,-627.08
2023-10-17 22:19:35.4460,-2.68,-0.52,-1.17,-0.01,-1.1,-0.44,3.92,115.03,-627.8
2023-10-17 22:19:35.4560,-2.72,-0.23,-1.16,-0.04,-0.99,-0.33,3.91,115.78,-628.69
2023-10-17 22:19:35.4670,-2.49,0.03,-1.06,-0.06,-0.9,-0.23,4.11,115.12,-628.0
2023-10-17 22:19:35.4770,-2.46,0.09,-0.94,-0.07,-0.87,-0.17,3.98,115.85,-628.88
2023-10-17 22:19:35.4870,-2.53,-0.02,-0.84,-0.08,-0.88,-0.1,4.15,115.15,-628.42
2023-10-17 22:19:35.4970,-2.66,-0.11,-0.68,-0.12,-0.89,-0.03,4.17,115.74,-628.4
2023-10-17 22:19:35.5070,-2.6,-0.16,-0.55,-0.16,-0.87,0.02,4.13,115.01,-629.26
2023-10-17 22:19:35.5170,-2.34,-0.3,-0.68,-0.18,-0.89,0.07,4.7,115.79,-628.64
2023-10-17 22:19:35.5270,-2.22,-0.4606465727090836,-0.644325450360775,-0.2,-0.96,0.13,4.56,115.11,-629.49
2023-10-17 22:19:35.5370,-2.26,-0.47,-0.65,-0.26,-1.03,0.16,4.84,115.26,-629.47
2023-10-17 22:19:35.5470,-2.07,-0.48,-0.39,-0.33,-1.02,0.15,5.23,114.92,-629.16
2023-10-17 22:19:35.5570,-1.84,-0.75,-0.33,-0.35,-0.9,0.15,5.61,115.14,-629.15
2023-10-17 22:19:35.5670,-1.74,-1.13,-0.58,-0.3,-0.76,0.16,5.29,114.72,-629.71
2023-10-17 22:19:35.5770,-1.83,-1.28,-0.98,-0.23,-0.58,0.18,5.39,115.46,-630.12
2023-10-17 22:19:35.5870,-1.88,-1.22,-1.18,-0.2,-0.44,0.24,5.35,114.6,-630.11
2023-10-17 22:19:35.5970,-1.82,-1.15,-1.42,-0.21,-0.37,0.35,5.45,114.97,-630.02
2023-10-17 22:19:35.6070,-1.91,-0.99,-1.39,-0.25,-0.33,0.47,6.1,115.03,-629.86
2023-10-17 22:19:35.6180,-2.21,-0.99,-1.2,-0.25,-0.38,0.64,6.04,114.0,-630.15
2023-10-17 22:19:35.6280,-2.5,-1.04,-1.04,-0.24,-0.31,0.8,6.2,114.27,-630.36
2023-10-17 22:19:35.6380,-2.49,-0.99,-0.64,-0.2,-0.21,0.95,6.31,113.6,-629.35
2023-10-17 22:19:35.6480,-1.88,-1.12,-1.22,-0.18,-0.13,1.11,6.82,113.7,-629.84
2023-10-17 22:19:35.6580,-1.43,-0.96,-1.6,-0.17,0.06,1.06,6.41,113.31,-629.46
2023-10-17 22:19:35.6680,-0.09,0.41,-1.67,-0.15,0.3,0.71,6.8,113.84,-630.01
2023-10-17 22:19:35.6780,2.87,1.77,-1.29,-0.09,0.3,0.4,6.85,113.08,-630.01
2023-10-17 22:19:35.6880,4.21,0.29,-0.33,0.0,0.32,0.17,6.64,113.45,-629.7
2023-10-17 22:19:35.6980,2.73,-0.04,0.36,0.04,0.39,0.04,6.89,112.96,-630.02
2023-10-17 22:19:35.7080,0.69,0.02,-0.16,0.05,0.43,-0.02,6.88,113.6,-629.85
2023-10-17 22:19:35.7180,-0.98,0.13,-0.22,0.13,0.67,-0.11,6.54,112.99,-629.62
2023-10-17 22:19:35.7280,-2.77,0.63,0.33,0.17,0.92,-0.13,6.51,113.66,-629.27
2023-10-17 22:19:35.7380,-2.43,0.2,0.33,0.13,1.05,-0.06,6.28,113.58,-629.42
2023-10-17 22:19:35.7480,-0.72,0.32,0.08,0.06,1.01,0.02,6.21,113.76,-628.69
2023-10-17 22:19:35.7580,0.68,0.61,-0.02,0.02,0.88,0.1,6.09,113.5,-628.17
2023-10-17 22:19:35.7680,1.65,0.23,0.3,0.03,0.75,0.17,6.0,113.62,-628.24
2023-10-17 22:19:35.7780,1.79,0.05,0.59,0.12,0.62,0.19,6.25,113.31,-628.24
2023-10-17 22:19:35.7880,1.46,0.1,0.71,0.21,0.54,0.12,6.02,113.63,-628.64
2023-10-17 22:19:35.7990,1.36,-0.05,0.7,0.25,0.49,0.05,5.83,113.16,-628.47
2023-10-17 22:19:35.8090,1.24,-0.47,0.51,0.24,0.49,-0.02,6.03,113.78,-628.14
2023-10-17 22:19:35.8190,0.91,-0.76,0.28,0.23,0.48,-0.08,6.05,113.35,-627.79
2023-10-17 22:19:35.8290,0.61,-0.82,0.12,0.25,0.45,-0.12,5.75,113.52,-627.96
2023-10-17 22:19:35.8390,0.33,-0.8,0.27,0.28,0.4,-0.14,5.45,113.66,-628.63
2023-10-17 22:19:35.8490,0.18,-0.62,0.52,0.28,0.31,-0.18,5.67,113.76,-628.13
2023-10-17 22:19:35.8590,0.2,-0.39,0.63,0.28,0.2,-0.26,5.32,113.75,-628.08
2023-10-17 22:19:35.8690,0.35,-0.36,0.74,0.25,0.16,-0.34,5.22,113.75,-627.8
2023-10-17 22:19:35.8790,0.73,-0.61,0.76,0.18,0.09,-0.29,4.96,113.92,-627.82
2023-10-17 22:19:35.8890,0.7,-0.53,0.47,0.15,0.16,-0.21,5.17,113.79,-627.08
2023-10-17 22:19:35.8990,-0.24,0.22,0.31,0.12,0.34,-0.15,5.22,114.14,-627.65
2023-10-17 22:19:35.9090,-0.42,0.18,-0.88,0.33,0.51,-0.12,5.34,114.06,-627.4
2023-10-17 22:19:35.9190,-0.42,0.18,-0.88,0.38,0.22,0.03,4.99,114.32,-627.45
2023-10-17 22:19:35.9300,-0.72,0.29,-0.73,0.26,0.19,0.06,5.34,114.0,-627.28
2023-10-17 22:19:35.9400,-0.39,0.63,1.09,0.12,0.15,0.06,5.22,114.38,-627.49
2023-10-17 22:19:35.9490,-0.08,0.32,0.41,0.06,0.19,0.1,4.96,113.98,-627.77
